"HMM"	"PS"
"KAG9351748.1"	75.1	2008
"KAG9351954.1"	0	3350
"KAG9352079.1"	11	0
"KAG9352354.1"	111.4	1983
"KAG9352445.1"	0	2566
"KAG9352544.1"	0	2214
"KAG9352966.1"	0	2183
"KAG9353237.1"	0	3329
"KAG9353517.1"	0	3087
"KAG9353758.1"	42	2291
"KAG9353914.1"	97.7	2630
"KAG9354488.1"	0	3212
"KAG9354512.1"	102.5	2729
"KAG9354712.1"	0	3549
"KAG9355127.1"	43	2306
"KAG9355582.1"	70.8	2141
"KAG9355962.1"	0	3176
"KAG9356114.1"	12.7	2117
"KAI1881971.1"	0	3162
"KAI1882266.1"	0	2240
"KAI1882398.1"	0	3124
"KAI1882505.1"	0	3526
"KAI1882550.1"	0	3489
"KAI1883741.1"	0	2380
"KAI1883796.1"	0	2941
"KAI1884709.1"	0	2125
"KAI1884767.1"	0	2928
"KAI1885184.1"	0	3224
"KAI1885576.1"	98.6	2729
"KAI1885897.1"	0	3234
"KAI1885913.1"	0	3488
"KAI1886217.1"	0	3274
"KAI1887403.1"	0	3685
"KAI1887892.1"	149	2025
"KAI1887895.1"	63.5	0
"KAI1888399.1"	0	2333
"KAI1888475.1"	87.6	2220
"KAI1888740.1"	57.8	1967
"KAI1889030.1"	0	3176
"KAI1889790.1"	165	2052
"KAI1889886.1"	0	2566
"KAI1889965.1"	0	2214
"KAI1890457.1"	0	2183
"KAI1890896.1"	0	3262
"KAI1891155.1"	0	3087
"KAI1891323.1"	0	2860
"KAI1892186.1"	0	3370
"KAI1892243.1"	0	3305
"KAI1892539.1"	91.6	2474
"KAI1893664.1"	74.6	2019
"KAI1893780.1"	0	3277
"KAI1893812.1"	35.3	0
"KAI1894305.1"	43.8	2039
"KAI1895317.1"	0	2288
"KAI1895682.1"	0	2932
"KAI1895859.1"	0	2823
"KAI1895940.1"	167.2	2236
"KAI1895941.1"	48.3	1462
"KAI1896279.1"	0	1962
"KAI1896497.1"	0	3236
"KAI1896527.1"	313	2882
"KAI1896528.1"	306.8	2931
"KAI1897235.1"	0	3119
"KAI1898243.1"	0	3302
"KAI1900135.1"	0	2592
"KAI1900249.1"	77.2	1660
"KAI1900356.1"	43	2306
"KAI1900541.1"	0	3330
"KAI1900565.1"	102.3	2729
"KAI1900749.1"	0	3019
"KAI1900763.1"	0	3490
"KAI1901182.1"	0	3200
"KAI1901522.1"	0	3518
"KAI1901752.1"	68.6	1786
"KAI1901936.1"	0	3263
"KAI1902121.1"	0	3176
"KAI1902255.1"	0	2915
"KAI1902395.1"	0	3478
"KAI1903263.1"	0	1904
"KAI1903374.1"	78.6	2132
"KAI1903574.1"	0	3371
"KAI1903766.1"	75.6	2092
"KAI1903943.1"	0	2644
"KAI1904622.1"	10	1657
"KAI1904632.1"	0	2196
"KAI1905041.1"	98	2630
"KAI1905196.1"	41.7	2336
"KAI3351225.1"	0	3248
"KAI3351564.1"	0	3039
"KAI3352157.1"	0	2133
"KAI3352257.1"	90	1693
"KAI3354040.1"	75.3	2064
"KAI3354299.1"	0	3532
"KAI3354397.1"	34.8	0
"KAI3354579.1"	0	2321
"KAI3354602.1"	0	1737
"KAI3355242.1"	98.1	2649
"KAI3355535.1"	0	3176
"KAI3355953.1"	0	2105
"KAI3357235.1"	0	3383
"KAI3357302.1"	11.7	0
"KAI3357429.1"	0	3203
"KAI3358673.1"	0	2983
"KAI3358696.1"	0	3623
"KAI3358723.1"	0	3576
"KAI3358750.1"	104.2	2731
"KAI3358826.1"	0	2402
"KAI3359513.1"	0	2948
"KAI3359559.1"	0	3201
"KAI3360468.1"	0	3120
"KAI3360504.1"	0	3318
"KAI3360931.1"	0	3355
"KAI3361432.1"	37.7	2026
"KAI3361542.1"	100	2460
"KAI3361621.1"	0	2449
"KAI3361703.1"	0	1712
"KAI3361712.1"	0	2920
"KAI3362326.1"	75	2221
"KAI3362387.1"	0	3040
"KAI3363168.1"	34.5	0
"KAI3364246.1"	98.4	2560
"KAI3364308.1"	0	2567
"KAI3365063.1"	0	3002
"KAI3365077.1"	295.4	1505
"KAI3366189.1"	0	1560
"KAI3366190.1"	0	3383
"KAI3366687.1"	0	2312
"KAI3366839.1"	92.5	2279
"KAI3367073.1"	0	3002
"KAI3367397.1"	0	2152
"KAI3367997.1"	0	2015
"KAI3369018.1"	49	1710
"KAI3369529.1"	0	1940
"KAI3369958.1"	80.5	2411
"KAI3370491.1"	0	1867
"KAI3371033.1"	151.9	1983
"KAI3371628.1"	0	2149
"KAI3372074.1"	0	2777
"KAI3372138.1"	21.8	0
"KAI3372139.1"	39.1	0
"KAI3372140.1"	12.3	0
"KAI3372377.1"	0	3106
"KAI3372574.1"	0	3394
"KAI3372693.1"	0	3452
"KAI3372745.1"	0	2705
"KAI3372916.1"	43.5	2264
"KAI3373010.1"	96	2716
"KAI3373285.1"	0	3492
"KAI3373422.1"	70.6	1912
"KAI3373758.1"	0	2005
"KAI3374932.1"	0	3145
"KAI3375955.1"	0	1414
"KAI3377077.1"	0	2292
"KAI3377117.1"	0	2578
"KAI4786748.1"	97.3	2649
"KAI4787188.1"	0	2599
"KAI4787420.1"	96.5	2649
"KAI4787555.1"	0	2595
"KAI4789667.1"	0	2660
"KAI4789713.1"	53.1	1564
"KAI4789716.1"	21.8	0
"KAI4793090.1"	0	3207
"KAI4793452.1"	0	2144
"KAI4794426.1"	0	1891
"KAI4796459.1"	0	2476
"KAI4796461.1"	0	2423
"KAI4796482.1"	0	2179
"KAI4796899.1"	0	2918
"KAI4797223.1"	0	2614
"KAI4797379.1"	0	2852
"KAI4797406.1"	0	2884
"KAI4798096.1"	0	2660
"KAI4798823.1"	0	1778
"KAI4800245.1"	0	1673
"KAI4800247.1"	0	2396
"KAI4800248.1"	0	2394
"KAI4800249.1"	0	2396
"KAI4800250.1"	0	2345
"KAI4800251.1"	0	2396
"KAI4800253.1"	0	2396
"KAI4800254.1"	0	2396
"KAI4800258.1"	0	2396
"KAI4800266.1"	0	1702
"KAI4800290.1"	0	1866
"KAI4800302.1"	0	1687
"KAI4800308.1"	0	1681
"KAI4801734.1"	0	2523
"KAI4802503.1"	98.4	2424
"KAI4802768.1"	97.3	2233
"KAI4803247.1"	0	2262
"KAI4803676.1"	0	3441
"KAI4807020.1"	0	3176
"KAI4807588.1"	290	1783
"KAI4809536.1"	0	1727
"KAI4809627.1"	12.2	3157
"KAI4810532.1"	0	3355
"KAI4810545.1"	0	3295
"KAI4810843.1"	36.6	2019
"KAI4811223.1"	0	2702
"KAI4811257.1"	102.2	2582
"KAI4811280.1"	0	2591
"KAI4812850.1"	37.6	2040
"KAI4813871.1"	77.2	1797
"KAI4814147.1"	0	3392
"KAI4814730.1"	0	2255
"KAI4815588.1"	71.1	2048
"KAI4815594.1"	66.7	1669
"KAI4815941.1"	0	3464
"KAI4817107.1"	97.3	2649
"KAI4817450.1"	0	2610
"KAI4817673.1"	0	3576
"KAI4817872.1"	0	2553
"KAI4817896.1"	72.8	2147
"KAI4818272.1"	0	3398
"KAI4818697.1"	0	3212
"KAI4819394.1"	0	2634
"KAI4820289.1"	17.5	0
"KAI4820701.1"	0	2559
"KAI4820800.1"	94.4	2656
"KAI4820858.1"	0	2706
"KAI4820924.1"	0	3202
"KAI4821257.1"	0	3079
"KAI4821560.1"	0	1953
"KAI4822623.1"	0	1631
"KAI4822692.1"	0	3111
"KAI4823409.1"	0	3114
"KAI4823612.1"	14.7	0
"KAI4823888.1"	29.9	0
"KAI4824670.1"	0	3330
"KAI4827065.1"	0	2177
"KAI4827868.1"	0	1797
"KAI4830979.1"	0	1973
"KAI4831140.1"	0	1547
"KAI4831477.1"	0	2450
"KAI4831496.1"	0	1811
"KAI4831696.1"	0	1891
"KAI4832024.1"	0	1463
"KAI4832154.1"	81.4	1437
"KAI4871676.1"	0	1905
"KAI4872763.1"	0	2916
"KAI4875072.1"	90.1	2458
"KAI4875246.1"	0	2802
"KAI4875344.1"	0	2928
"KAI4875353.1"	0	1833
"KAI4875812.1"	0	2392
"KAI4875991.1"	0	3523
"KAI4876382.1"	44.5	1782
"KAI4877450.1"	32.3	0
"KAI4877624.1"	39.4	1769
"KAI4877769.1"	0	2593
"KAI4878847.1"	61.1	2103
"KAI4878945.1"	0	2993
"KAI4879046.1"	0	2568
"KAI4879319.1"	0	2602
"KAI4880437.1"	71.7	1773
"KAI4880455.1"	107	1997
"KAI4880549.1"	0	3257
"KAI4880897.1"	0	3631
"KAI4880913.1"	0	2671
"KAI4881563.1"	0	2710
"KAI4882587.1"	82.5	2098
"KAI4882823.1"	94.5	2606
"KAI4883121.1"	0	2182
"KAI4884073.1"	0	3616
"KAI4884223.1"	0	3337
"KAI4885561.1"	0	3374
"KAI4885730.1"	96.1	2277
"KAI4886470.1"	98.4	2532
"KAI4886581.1"	0	2722
"KAI4886846.1"	0	3560
"KAI4886848.1"	0	3346
"KAI4886853.1"	0	3425
"KAI4888342.1"	0	3270
"KAI4888815.1"	0	2392
"KAI4889246.1"	0	2861
"KAI4889723.1"	0	1995
"KAI4890061.1"	0	1449
"KAI4891712.1"	0	2472
"KAI4892089.1"	0	3732
"KAI4892299.1"	42.4	1874
"KAI4892636.1"	102.2	2729
"KAI4893047.1"	0	2711
"KAI4895499.1"	0	3176
"KAI4897376.1"	0	1649
"KAI4897429.1"	0	3305
"KAI4897908.1"	0	3019
"KAI4898148.1"	314	2800
"KAI4898153.1"	296.4	2655
"KAI4898222.1"	0	2559
"KAI4898381.1"	296.9	2836
"KAI4898404.1"	42.1	2250
"KAI4898497.1"	0	3598
"KAI4899655.1"	0	2133
"KAI4899738.1"	0	3432
"KAI4900251.1"	42.7	0
"KAI4901026.1"	17.8	0
"KAI4901058.1"	0	3018
"KAI4902437.1"	0	2451
"KAI4902643.1"	0	3551
"KAI4902990.1"	0	2256
"KAI4903108.1"	159.3	1717
"KAI4903815.1"	21.6	1420
"KAI4903844.1"	0	2450
"KAI4903861.1"	0	3045
"KAI4903902.1"	0	1674
"KAI4904265.1"	107.3	2815
"KAI4904560.1"	0	3573
"KAI4905088.1"	0	2366
"KAI4905708.1"	0	2451
"KAI5606312.1"	34.7	1684
"KAI5606833.1"	0	3836
"KAI5607082.1"	0	3303
"KAI5608087.1"	297	2651
"KAI5608091.1"	0	3098
"KAI5608268.1"	0	2478
"KAI5609198.1"	61.3	2103
"KAI5609803.1"	302.5	2547
"KAI5609805.1"	308.7	2378
"KAI5610133.1"	0	3647
"KAI5610774.1"	0	3048
"KAI5610902.1"	0	1483
"KAI5612191.1"	0	3305
"KAI5612561.1"	0	3151
"KAI5612857.1"	0	3551
"KAI5613098.1"	41.6	2335
"KAI5613290.1"	73.7	0
"KAI5613999.1"	0	3483
"KAI5614061.1"	93.9	2729
"KAI5614085.1"	0	2656
"KAI5614209.1"	296.2	2476
"KAI5614310.1"	0	3019
"KAI5614321.1"	0	2712
"KAI5614350.1"	74	1829
"KAI5614980.1"	0	2129
"KAI5615019.1"	0	2966
"KAI5615629.1"	0	2532
"KAI5615724.1"	94.9	2577
"KAI5616602.1"	311.8	2621
"KAI5616887.1"	95.3	2688
"KAI5617097.1"	0	3176
"KAI5617283.1"	0	2301
"KAI5617987.1"	83.8	2010
"KAI5618107.1"	298.2	2532
"KAI5618293.1"	0	3236
"KAI5618435.1"	0	1552
"KAI5618573.1"	35.1	0
"KAI5618670.1"	311.4	2615
"KAI5618712.1"	0	2893
"KAI5618798.1"	0	2578
"KAI5619730.1"	0	2024
"KAI5620004.1"	0	2248
"KAI5620223.1"	0	3308
"KAI5620317.1"	77.4	2084
"KAI5620490.1"	0	3296
"KAI5620718.1"	297.3	2651
"KAI5620822.1"	0	3740
"KAI5620957.1"	0	2394
"KAI5621607.1"	0	3469
"KAI5621609.1"	0	3308
"KAI5621614.1"	0	3345
"KAI5621985.1"	28	2328
"KAI5622103.1"	0	2082
"KAI5623064.1"	60	1781
"KAI5624405.1"	0	2967
"KAI5624877.1"	0	2218
"KAI5625205.1"	0	1552
"KAI5625484.1"	15.8	0
"KAI5625519.1"	0	3337
"KAI5626020.1"	0	2174
"KAI5627678.1"	0	3559
"KAI5628462.1"	0	2158
"KAI5628597.1"	293.1	2662
"KAI5628598.1"	309.9	2714
"KAI5629547.1"	0	3609
"KAJ3581399.1"	208.4	2722
"KAJ3581407.1"	208.4	2722
"KAJ3583132.1"	35.3	2094
"KAJ3585776.1"	281.1	2854
"KAJ3585778.1"	279.4	2854
"KAJ3585780.1"	275	2697
"KAJ3585978.1"	0	3205
"KAJ3586002.1"	39.4	1408
"KAJ3587445.1"	0	1976
"KAJ3587764.1"	0	3319
"KAJ3589653.1"	73.7	1819
"KAJ3590492.1"	12.8	0
"KAJ3590493.1"	14.9	0
"KAJ3590970.1"	0	3472
"KAJ3590980.1"	73.3	2129
"KAJ3593214.1"	0	2862
"KAJ3593472.1"	0	2578
"KAJ3595553.1"	91.9	1685
"KAJ3596198.1"	143.7	1999
"KAJ3597140.1"	0	2355
"KAJ3597229.1"	38.6	1567
"KAJ3597497.1"	97	2254
"KAJ3597513.1"	0	3268
"KAJ3597705.1"	0	3404
"KAJ3598620.1"	0	3264
"KAJ3599869.1"	59.3	1829
"KAJ3600348.1"	0	1520
"KAJ3600853.1"	0	2867
"KAJ3601020.1"	0	2812
"KAJ3602762.1"	0	1974
"KAJ3602874.1"	0	3163
"KAJ3603497.1"	96.8	2660
"KAJ3603641.1"	0	3037
"KAJ3603896.1"	0	2486
"KAJ3603997.1"	0	2896
"KAJ3604307.1"	0	3203
"KAJ3605083.1"	0	3113
"KAJ3605252.1"	11.5	1685
"KAJ3605528.1"	97.4	2756
"KAJ3605826.1"	0	2598
"KAJ3606015.1"	0	2931
"KAJ3608211.1"	276.4	1774
"KAJ3608955.1"	105.7	2430
"KAJ3609352.1"	0	1916
"KAJ3609396.1"	0	3341
"KAJ3609592.1"	0	2235
"KAJ3609765.1"	0	3203
"KAJ3610513.1"	34.5	2168
"KAJ3611018.1"	0	3176
"KAJ3611970.1"	0	2323
"KAJ3612502.1"	92.9	2299
"KAJ3613756.1"	0	2105
"KAJ3613865.1"	0	2353
"KAJ3614243.1"	64.2	1939
"KAJ4918410.1"	0	2236
"KAJ4918477.1"	0	1836
"KAJ4918678.1"	97.1	2745
"KAJ4918728.1"	0	2628
"KAJ4918925.1"	0	2315
"KAJ4918926.1"	0	2474
"KAJ4918927.1"	0	2315
"KAJ4918929.1"	0	2570
"KAJ4919444.1"	0	2582
"KAJ4920996.1"	14.9	2520
"KAJ4920997.1"	0	2010
"KAJ4921404.1"	0	2310
"KAJ4921912.1"	0	2752
"KAJ4921914.1"	0	2774
"KAJ4921922.1"	0	2315
"KAJ4921923.1"	0	2474
"KAJ4921925.1"	0	2498
"KAJ4921928.1"	0	1680
"KAJ4921930.1"	0	2323
"KAJ4921931.1"	0	1787
"KAJ4922244.1"	0	3079
"KAJ4922474.1"	71.3	1881
"KAJ4922619.1"	95.8	2279
"KAJ4923308.1"	0	2124
"KAJ4923783.1"	0	2681
"KAJ4923784.1"	0	2489
"KAJ4924020.1"	0	2567
"KAJ4924028.1"	0	2774
"KAJ4924030.1"	0	2628
"KAJ4924213.1"	0	2480
"KAJ4924325.1"	0	2674
"KAJ4924327.1"	0	2774
"KAJ4924402.1"	0	2774
"KAJ4924403.1"	0	2774
"KAJ4924406.1"	0	2784
"KAJ4924483.1"	0	2285
"KAJ4924750.1"	97.9	2233
"KAJ4925234.1"	99.6	2435
"KAJ4925235.1"	99.6	2435
"KAJ4925605.1"	0	3176
"KAJ4925854.1"	100	2649
"KAJ4925916.1"	0	2744
"KAJ4926193.1"	0	3197
"KAJ4926239.1"	0	3774
"KAJ4926950.1"	93.1	2518
"KAJ4927274.1"	0	3322
"KAJ4927346.1"	0	2876
"KAJ4927688.1"	67.2	1930
"KAJ4927794.1"	0	3398
"KAJ4927878.1"	0	3576
"KAJ4928150.1"	0	3379
"KAJ4928535.1"	0	2590
"KAJ4928722.1"	0	2523
"KAJ4929504.1"	0	2356
"KAJ4929545.1"	0	3321
"KAJ4929790.1"	0	2303
"KAJ4929878.1"	0	2876
"KAJ4930495.1"	0	3318
"KAJ4930568.1"	0	1587
"KAJ4930612.1"	0	3355
"KAJ4930674.1"	36.7	1874
"KAJ4931434.1"	0	3295
"KAJ4931735.1"	0	3111
"KAJ4931737.1"	0	3111
"KAJ4931832.1"	0	1845
"KAJ4932362.1"	0	2985
"KAJ4932442.1"	0	1787
"KAJ4932918.1"	0	2855
"KAJ4933310.1"	0	2770
"KAJ4933512.1"	0	2770
"KAJ4933911.1"	0	3114
"KAJ4933919.1"	0	3364
"KAJ4934702.1"	13.3	0
"KAJ4934707.1"	29.1	0
"KAJ4935191.1"	15	0
"KAJ4935413.1"	72.3	2124
"KAJ4935967.1"	0	2224
"KAJ4936805.1"	0	2821
"KAJ4937260.1"	11.2	3147
"KAJ4937819.1"	0	1691
"KAJ4938804.1"	0	2211
"KAJ4939787.1"	0	3538
"KAJ4940264.1"	291	1694
"KAJ4940500.1"	0	1911
"KAJ4941548.1"	0	2812
"KAJ4941939.1"	0	3202
"KAJ4942092.1"	0	2593
"KAJ4945111.1"	89.4	1508
"KAJ4945840.1"	0	2767
"KAJ4946252.1"	0	3212
"KAJ4946430.1"	0	2705
"KAJ4947021.1"	0	2767
"KAJ4947099.1"	0	2578
"KAJ4948659.1"	102.2	2549
"KAJ4948882.1"	37.6	1967
"KAJ4948909.1"	0	2543
"KAJ7983932.1"	0	1880
"KAJ7984857.1"	257.5	1815
"KAJ7985518.1"	92.4	2487
"KAJ7985776.1"	30.7	0
"KAJ7985777.1"	168.1	2347
"KAJ7986531.1"	58.5	2164
"KAJ7986791.1"	0	1946
"KAJ7986922.1"	42.1	1699
"KAJ7987032.1"	0	2971
"KAJ7987306.1"	100.7	2823
"KAJ7988085.1"	84.3	2608
"KAJ7988511.1"	0	3501
"KAJ7988715.1"	0	2864
"KAJ7988826.1"	0	3548
"KAJ7989133.1"	0	2586
"KAJ7989548.1"	0	2923
"KAJ7990146.1"	80.2	2120
"KAJ7990457.1"	0	3310
"KAJ7992379.1"	0	3108
"KAJ7993771.1"	93.8	2640
"KAJ7993837.1"	101.8	2701
"KAJ7993937.1"	0	2862
"KAJ7994008.1"	0	3472
"KAJ7994125.1"	0	3076
"KAJ7994485.1"	0	2607
"KAJ7995158.1"	32.5	0
"KAJ7995161.1"	19.2	0
"KAJ7996747.1"	77.4	2152
"KAJ7997044.1"	0	3297
"KAJ7998328.1"	168.9	2040
"KAJ7998500.1"	56.6	1839
"KAJ7998501.1"	13.7	0
"KAJ7998606.1"	0	3167
"KAJ7999603.1"	0	2119
"KAJ7999937.1"	0	3559
"KAJ7999969.1"	69.3	1454
"KAJ7999970.1"	18.4	0
"KAJ8000317.1"	0	3488
"KAJ8000358.1"	0	3582
"KAJ8000366.1"	0	3082
"KAJ8000453.1"	300.5	2649
"KAJ8000594.1"	96.1	2038
"KAJ8000964.1"	0	2407
"KAJ8002772.1"	0	2565
"KAJ8003216.1"	0	2483
"KAJ8004053.1"	0	2556
"KAJ8004843.1"	0	3245
"KAJ8005064.1"	0	3244
"KAJ8005312.1"	0	3052
"KAJ8005535.1"	42.1	2210
"KAJ8005655.1"	0	2916
"KAJ8005760.1"	0	3244
"KAJ8006273.1"	0	1412
"KAJ8006503.1"	85.4	2072
"KAJ8007103.1"	0	2408
"KAJ8009670.1"	0	1989
"KAJ8010661.1"	0	2872
"KAJ8010812.1"	0	3133
"KAJ8010905.1"	97.1	2498
"KAJ8011423.1"	13.2	0
"KAJ8012094.1"	0	3001
"KAJ8014636.1"	0	2893
"KAJ8015047.1"	0	3293
"KAJ8015635.1"	0	2104
"KAJ8015846.1"	0	1771
"KAJ8015849.1"	0	1658
"KAJ8015852.1"	0	1771
"KAJ8016377.1"	0	3462
"KAJ8016410.1"	34.8	0
"KAJ8016414.1"	20.9	0
"KAJ8016783.1"	0	3375
"KAJ8016885.1"	0	2485
"KAJ8017042.1"	0	3329
"KAJ8247169.1"	0	3410
"KAJ8247181.1"	0	3187
"KAJ8247263.1"	0	2619
"KAJ8247385.1"	0	2044
"KAJ8247727.1"	150.4	2340
"KAJ8248400.1"	37.5	1789
"KAJ8248913.1"	38.7	1520
"KAJ8248914.1"	165.3	2265
"KAJ8249125.1"	0	2644
"KAJ8250868.1"	0	3001
"KAJ8252840.1"	12.3	0
"KAJ8253418.1"	0	2937
"KAJ8257228.1"	0	3369
"KAJ8257476.1"	0	3251
"KAJ8257550.1"	0	1713
"KAJ8257660.1"	94.1	2588
"KAJ8259812.1"	0	3368
"KAJ8260055.1"	0	2171
"KAJ8260144.1"	0	3137
"KAJ8261882.1"	0	2297
"KAJ8262033.1"	86.5	2059
"KAJ8262391.1"	0	2517
"KAJ8262495.1"	0	2800
"KAJ8264568.1"	0	3236
"KAJ8264571.1"	222.1	0
"KAJ8266613.1"	78.5	2188
"KAJ8266649.1"	72.1	2160
"KAJ8266909.1"	0	3404
"KAJ8267051.1"	0	3463
"KAJ8267218.1"	0	1869
"KAJ8270502.1"	0	3069
"KAJ8272620.1"	0	3077
"KAJ8272757.1"	0	3176
"KAJ8273043.1"	59.3	1611
"KAJ8273109.1"	8.7	0
"KAJ8273198.1"	0	3289
"KAJ8273493.1"	0	3522
"KAJ8273779.1"	0	3478
"KAJ8277148.1"	61.2	2148
"KAJ8277731.1"	0	3176
"KAJ8278112.1"	0	2925
"KAJ8280548.1"	50.4	1744
"KAJ8281435.1"	0	3724
"KAJ8281444.1"	302.8	2849
"KAJ8285255.1"	93.7	2543
"KAJ8285322.1"	42.9	2311
"KAJ8285660.1"	102.5	2729
"KAJ8285681.1"	0	3580
"KAJ8285815.1"	0	3046
"KAJ8285951.1"	0	3448
"KAJ8286251.1"	0	3359
"KAJ8286320.1"	0	3644
"KAJ8286506.1"	0	3064
"KAJ8286521.1"	0	3509
"KAJ8287150.1"	0	3200
"KAJ8287205.1"	0	1795
"KAJ8287223.1"	0	1681
"KAJ8289768.1"	0	3325
"KAJ8289978.1"	0	3252
"KAJ8289992.1"	0	3439
"KAJ8290276.1"	0	2260
"KAJ8290310.1"	0	1892
"KAJ8290595.1"	0	2978
"KAJ8290726.1"	0	3150
"KAJ8290880.1"	95.6	2599
"KAJ8332811.1"	0	3379
"KAJ8334432.1"	0	3343
"KAJ8334994.1"	0	3393
"KAJ8335094.1"	67.3	2287
"KAJ8336206.1"	0	3673
"KAJ8336618.1"	0	2142
"KAJ8336693.1"	0	3176
"KAJ8337048.1"	0	3041
"KAJ8338644.1"	0	3120
"KAJ8338680.1"	0	1704
"KAJ8339253.1"	40.9	2181
"KAJ8339456.1"	0	3592
"KAJ8339472.1"	0	3460
"KAJ8339690.1"	0	1882
"KAJ8340000.1"	24	0
"KAJ8340094.1"	0	2559
"KAJ8340245.1"	169.8	2207
"KAJ8341217.1"	0	2180
"KAJ8341850.1"	0	2751
"KAJ8342080.1"	94	1652
"KAJ8342423.1"	72.7	2045
"KAJ8342558.1"	69.5	1925
"KAJ8343237.1"	0	2644
"KAJ8344198.1"	161.1	2292
"KAJ8344199.1"	46.6	1609
"KAJ8344628.1"	0	2928
"KAJ8346688.1"	0	3112
"KAJ8346789.1"	92.9	2471
"KAJ8347662.1"	0	2056
"KAJ8347766.1"	0	3471
"KAJ8348446.1"	0	3478
"KAJ8349168.1"	140.1	0
"KAJ8351349.1"	0	3178
"KAJ8352478.1"	0	1544
"KAJ8352801.1"	0	3291
"KAJ8354062.1"	27.4	0
"KAJ8354095.1"	91.9	2771
"KAJ8354364.1"	0	3202
"KAJ8354835.1"	0	2145
"KAJ8354856.1"	0	3258
"KAJ8355124.1"	91.9	0
"KAJ8355146.1"	296.3	2607
"KAJ8355312.1"	0	3277
"KAJ8356700.1"	0	2916
"KAJ8358063.1"	301.6	2691
"KAJ8358145.1"	130.2	0
"KAJ8358173.1"	206.3	2322
"KAJ8358704.1"	0	3083
"KAJ8359267.1"	0	2183
"KAJ8361133.1"	0	3277
"KAJ8361400.1"	43.6	2116
"KAJ8361710.1"	93.5	0
"KAJ8361735.1"	61.6	0
"KAJ8362136.1"	0	2330
"KAJ8362139.1"	190.2	2390
"KAJ8364609.1"	0	3236
"KAJ8364682.1"	299.5	2486
"KAJ8365120.1"	0	1799
"KAJ8365181.1"	302.3	2710
"KAJ8366290.1"	94	0
"KAJ8366436.1"	92.2	0
"KAJ8366473.1"	82.5	0
"KAJ8366602.1"	296.6	2604
"KAJ8366990.1"	121	0
"KAJ8366991.1"	134.1	0
"KAJ8367233.1"	53.4	0
"KAJ8367342.1"	86.2	0
"KAJ8367407.1"	0	2003
"KAJ8367412.1"	228	2045
"KAJ8367502.1"	129.2	0
"KAJ8368159.1"	15.1	0
"KAJ8368203.1"	0	3285
"KAJ8368667.1"	78.4	1969
"KAJ8370153.1"	0	3376
"KAJ8371203.1"	12	0
"KAJ8371238.1"	58.4	1694
"KAJ8371683.1"	0	2603
"KAJ8371978.1"	70.8	0
"KAJ8371979.1"	144.8	2044
"KAJ8372231.1"	150.1	1958
"KAJ8372883.1"	48.9	0
"KAJ8373174.1"	0	2386
"KAJ8373308.1"	303.7	2713
"KAJ8373310.1"	0	1508
"KAJ8373892.1"	0	2235
"KAJ8376556.1"	0	3176
"KAJ8376624.1"	45.9	0
"KAJ8377161.1"	58	2072
"KAJ8377553.1"	0	3176
"KAJ8377599.1"	299.3	2685
"KAJ8378609.1"	0	3334
"KAJ8378931.1"	0	3379
"KAJ8379037.1"	311.9	2655
"KAJ8379475.1"	0	3003
"KAJ8379703.1"	0	3535
"KAJ8379728.1"	100.9	2729
"KAJ8380024.1"	0	3372
"KAJ8380259.1"	0	3242
"KAJ8380487.1"	43.1	2311
"KAJ8380967.1"	13.9	0
"KAJ8381757.1"	0	2280
"KAJ8381992.1"	87.1	2111
"KAJ8382609.1"	0	2349
"KAJ8383500.1"	308.4	2755
"KAJ8383781.1"	0	3279
"KAJ8385003.1"	14.3	0
"KAJ8385004.1"	71.5	1829
"KAJ8385402.1"	0	3341
"KAJ8386221.1"	0	1934
"KAJ8388045.1"	50.2	2066
"KAJ8388273.1"	0	3681
"KAJ8388344.1"	0	3459
"KAJ8389481.1"	0	3290
"KAJ8389742.1"	278.5	2941
"KAJ8390032.1"	92.8	2516
"KAJ8391017.1"	0	2341
"KAJ8391089.1"	0	2333
"KAJ8391179.1"	210.4	2523
"KAJ8391811.1"	81	0
"KAJ8392212.1"	88.2	2220
"KAJ8393055.1"	0	1986
"KAJ8393431.1"	0	2235
"KAJ8394454.1"	0	3456
"KAJ8395593.1"	0	2744
"KAJ8395608.1"	0	1853
"KAJ8395833.1"	42.7	2121
"KAJ8395890.1"	0	2392
"KAJ8395908.1"	0	2959
"KAJ8396656.1"	0	2644
"KAJ8396936.1"	0	3500
"KAJ8397057.1"	0	2763
"KAJ8397228.1"	0	3186
"KAJ8397274.1"	15.7	0
"KAJ8397279.1"	35	0
"KAJ8397324.1"	230.3	1964
"KAJ8397327.1"	131.4	0
"KAJ8397477.1"	60	2134
"KAJ8398099.1"	43.1	2306
"KAJ8398326.1"	238	2703
"KAJ8399914.1"	0	1983
"KAJ8400635.1"	0	2148
"KAJ8401638.1"	95.8	2643
"KAJ8402155.1"	75.3	2155
"KAJ8402505.1"	0	2002
"KAJ8402648.1"	0	2928
"KAJ8402850.1"	0	2938
"KAJ8402922.1"	47.1	0
"KAJ8402924.1"	161.3	2354
"KAJ8403800.1"	75.1	1870
"KAJ8403819.1"	71.6	1820
"KAJ8403963.1"	0	3102
"KAJ8405962.1"	0	3139
"KAJ8406921.1"	0	3176
"KAJ8409387.1"	0	3037
"KAJ8410231.1"	0	2871
"KAJ8410936.1"	0	1432
"KAJ8411462.1"	101.5	2675
